Lokalitet,Distrikt,YKoord,XKoord,GI,Genstand
Stavnshøje 48m,NEZ,6216378,695234,5,300
Stavnstrup,SZ,6122162,691209,1,30
Stavrby,F,6151389,550226,1,30
Stavrby Skov,F,6153166,548927,1,350
Stavre,F,6149558,609950,1,40
Stavreby,LFM,6060305,686719,1,30
Stavreby,SZ,6108913,700573,1,30
Stavreshoved,F,6149466,610533,1,580
Stavrshoved,F,6156636,553514,1,580
Stavsager Høj 29m,SJ,6134471,496311,5,300
Stavsbjerge 53m,NWJ,6323415,477811,5,540
Stavsdal,B,6127871,876148,1,40
Stavshede,WJ,6154996,510164,1,40
Stavshede Plantage,WJ,6154834,510139,1,350
Stavsholm,NWJ,6275883,450771,1,40
Stavskær,WJ,6173415,467355,1,40
Stavsø,WJ,6177099,454049,1,30
Stavsøre,EJ,6223478,592740,1,580
Stavtrup,EJ,6220700,569160,1,10
Steensgård,F,6108907,622375,1,60
Steffensminde,LFM,6069478,681984,1,90
Steg,SJ,6099049,544497,1,40
Stege,LFM,6098832,710357,1,10
Stege Bugt,LFM,6100212,707551,6,670
Stege Nor,LFM,6097530,710847,6,640
Stegens Odde,LFM,6061604,683472,1,270
Stegsted,F,6139883,582918,1,30
Stegsvig,SJ,6098986,542636,6,670
Stejlbjerg,NEJ,6379485,563485,1,90
Stejlbjerg 47m,NWJ,6271628,509628,5,540
Stejlebanke 19m,SZ,6114696,679571,5,540
Stejlebjerg,F,6123786,558158,1,540
Stejlebjerg 38m,NEZ,6180367,684864,5,300
Stejlehøj 43m,EJ,6220481,558181,5,540
Stejlehøje 86m,NEJ,6288597,538267,5,300
Stejlund,WJ,6187257,477643,1,40
Stemmetofte,LFM,6088475,664778,6,700
Stemmild,SJ,6087572,502370,1,30
Stenager,EJ,6174320,527669,1,30
Stenagergård,NEZ,6162002,701132,1,90
Stenagergård,SZ,6128528,712583,1,90
Stenagergård,F,6151145,582002,1,90
Stenagre,F,6087854,582094,1,30
Stenalt,EJ,6263500,579300,1,60
Stenalt,F,6129545,574736,1,30
Stenalt Mark,EJ,6264527,579873,1,40
Stenalt Møllebæk,EJ,6262607,579206,4,420
Stenalt Skov,EJ,6263475,580332,1,350
Stenbakke 44m,EJ,6264355,583970,5,540
Stenbakken,NEJ,6343383,575709,1,40
Stenbergholt,EJ,6255143,591507,1,40
Stenbjerg,NWZ,6190086,658360,1,40
Stenbjerg,NWJ,6309033,460772,1,10
Stenbjerg 103m,WJ,6160341,503595,5,540
Stenbjerg 52m = Stenbjerg v. Grønnestrand,NEJ,6333969,518273,9,540
Stenbjerg 77m = Stenbjerg v. Hedensted,EJ,6181733,545318,9,540
Stenbjerg Gårde,NEJ,6354475,553328,1,40
Stenbjerg Klitplantage,NWJ,6307703,463105,1,350
Stenbjerg Sande,NWJ,6333009,504881,1,480
Stenbjerg v. Hirtshals,NEJ,6382893,556503,3,20
Stenbjerg v. Østbirk,EJ,6200424,549090,3,30
Stenbjerghus Plantage,WJ,6163648,502881,1,350
Stenby,B,6133941,873904,1,30
Stenby Mølle,B,6134478,874046,1,240
Stenbæk,SJ,6101298,542664,1,90
Stenbækholm,SZ,6121311,673861,1,90
Stendal Plantage,WJ,6241694,518643,1,350
Stenderup,EJ,6183399,550776,1,10
Stenderup,NEJ,6373223,577465,1,40
Stenderup Fælled,SJ,6133147,506795,1,40
Stenderup Gårde,SJ,6117840,501988,1,40
Stenderup Hage,EJ,6146419,543882,1,570
Stenderup p. Sundeved,SJ,6087330,544690,3,30
Stenderup Ris,SJ,6121837,539519,1,350
Stenderup v. Ansager,WJ,6172447,490168,3,10
Stenderup v. Føvling,WJ,6144957,492395,3,30
Stenderup v. Jels,SJ,6133637,508259,3,30
Stenderup v. Nørkær Eng,SJ,6118814,503352,3,30
Stenderup v. Øsby,SJ,6122635,538901,3,30
Stenderupskov,EJ,6146020,542524,1,40
Stendetgård,SJ,6126578,532588,1,90
Stendis,NWJ,6252910,489406,1,40
Stenersholm,LFM,6056548,660753,1,270
Stengade,F,6092378,616926,1,30
Stengade Skov,F,6093058,618601,1,350
Stengade Strand,F,6092000,618500,1,30
Stengelmose,SJ,6113696,522708,1,390
Stengård,SZ,6097320,699705,1,90
Stengård,WJ,6219326,449823,1,30
Stenhage,LFM,6112836,704889,6,700
Stenhave,F,6129874,605816,1,40
Stenheden,NEJ,6364776,577915,1,40
Stenhjelm,LFM,6084783,656120,6,700
Stenholt,SJ,6084005,554851,1,40
Stenholt Skov,EJ,6227945,521846,1,350
Stenholt v. Kragelund,EJ,6229187,521630,3,40
Stenholt v. Sønder Stenderup,EJ,6146967,538854,3,20
Stenholts Indelukke,NEZ,6206833,707985,1,350
Stenholtsvang,NEZ,6205858,708228,1,350
Stenhus Vænge,NWZ,6166353,648997,1,350
Stenhuse,EJ,6249974,532485,1,40
Stenhøj 122m = Stenhøj v. Brædstrup,EJ,6206605,538358,9,540
Stenhøj 70m = Stenhøj v. Mundelstrup,EJ,6227560,564433,9,300
Stenhøj 86m,SJ,6110267,520338,5,300
Stenhøj Sande,NWJ,6300851,459091,1,350
Stenhøj Strand,EJ,6171047,554188,1,510
Stenhøj v. Hvilsom,NEJ,6297512,530578,3,90
Stenhøj v. Lendum,NEJ,6361294,581491,3,30
Stenild,NEJ,6281404,541345,1,30
Stenild Høj 49m,NEJ,6317613,530313,5,540
Stenild Mosegård,NEJ,6284139,522952,1,90
Stenildvad,NEJ,6294280,530407,1,40
Stenis Enge,NEJ,6342743,555717,1,40
Stenisgård,NEJ,6307683,569901,1,80
Stenkalven,EJ,6202671,587737,1,580
Stenkelstrup,NEZ,6153652,692501,1,90
Stenkilde,SZ,6139526,692695,1,410
Stenkilde,EJ,6280604,575637,1,410
Stenkilde Bæk,SZ,6139982,691260,4,420
Stenkistebjerg,F,6135942,577801,1,540
Stenklipperne,NWJ,6286195,472221,1,610
Stenknold 96m,EJ,6231925,555808,5,540
Stenknuder,NEJ,6351889,633651,6,700
Stenkobbel,SJ,6096243,560968,1,350
Stenled,EJ,6237803,611306,1,30
Stenlille,NEZ,6187508,700992,1,30
Stenlille,NWZ,6158054,663547,1,10
Stenlundsbanke 116m,F,6115466,577183,5,540
Stenlængegård,SZ,6103719,695699,1,80
Stenløse,NEZ,6185079,700630,1,10
Stenløse,F,6133607,586428,1,20
Stenløse Å,NEZ,6186612,700370,4,420
Stenmagle,NWZ,6159901,665434,1,30
Stenmagle Bjerg 32m,SZ,6127551,649991,5,540
Stenmanden,SJ,6129397,502717,1,440
Stenmark,NEJ,6344540,537824,1,40
Stenmose,NWZ,6152695,642479,1,30
Stennæs,SZ,6095073,698762,1,580
Stenodde,NWJ,6282389,492149,1,560
Stenodde,F,6095896,607823,1,40
Stenodde Skov,F,6095199,607906,1,350
Stenpold,WJ,6191459,451396,1,380
Stenrand,NWZ,6171384,646399,1,30
Stenrand Plantage,NWZ,6170395,646322,1,350
Stenrøgel,EJ,6233151,520987,1,40
Stenrøgel Mose,EJ,6232773,522099,1,390
Stenrøgle,LFM,6058571,660106,1,30
Stenrøret,B,6134093,871581,1,300
Stenrøsen,SZ,6115132,700075,6,700
Stenrøsen,NWZ,6198665,629463,1,440
Stens,SJ,6139588,489576,1,30
Stensager Huse,NEJ,6289615,540496,1,40
Stensbak Skov,NEJ,6346229,572940,1,350
Stensballe,EJ,6192392,557691,1,20
Stensballe Skov,EJ,6192362,559762,1,350
Stensballegård,EJ,6192312,557990,1,60
Stensbjerg 28m,NEZ,6184147,676267,5,540
Stensbjerg Knæ,F,6104731,573661,1,580
Stensby,SZ,6097058,695093,1,30
Stensby,F,6151134,581589,1,30
Stensby Linie,SZ,6096413,694142,1,30
Stensby Skov,LFM,6095750,695042,1,350
Stensbygård,SZ,6096767,693878,1,80
Stensbæk,NEJ,6379760,572950,1,60
Stensbæk Plantage,SJ,6125702,496392,1,350
Stenseby,B,6116311,887003,1,30
Stensgård,LFM,6085082,630622,1,60
Stensgård,NWJ,6309195,468305,1,90
Stensgård,F,6111268,575629,1,60
Stensgård Skov,F,6109861,580637,1,350
Stensgårde,EJ,6173823,524098,1,30
Stenshede,EJ,6250758,540815,1,40
Stensholt,NEJ,6346068,575424,1,40
Stensig,WJ,6207388,470829,1,40
Stenskov,SZ,6129578,675927,1,350
Stenskov Huse,EJ,6194234,604638,1,40
Stenskov Huse,F,6112201,593958,1,30
Stensmark,EJ,6257489,620029,1,60
Stensnæs,NEJ,6343984,593282,1,270
Stensnæs Flak,NEJ,6342995,593241,6,700
Stensore,LFM,6081032,664835,1,350
Stenstrup,NEZ,6221041,716460,1,10
Stenstrup,EJ,6286798,554767,1,40
Stenstrup,F,6110599,595673,1,10
Stenstrup,NWZ,6201111,659627,1,30
Stenstrup Hede,EJ,6287250,553456,1,40
Stenstrup Huse,LFM,6076582,667808,1,30
Stenstrup Lyng,NWZ,6201112,658308,1,50
Stenstrup v. Jungshoved,SZ,6110523,698730,3,30
Stenstrup v. Næstved,SZ,6120958,677429,3,30
Stenstrup v. Tystrup Sø,SZ,6141394,659899,3,30
Stensvang,SJ,6091435,532265,1,40
Stensved,SZ,6098868,693607,1,10
Stensvig Odde,WJ,6222493,452834,1,560
Stensøre,EJ,6285787,653632,6,700
Stentoft,SJ,6101576,529586,1,40
Stenum,NEJ,6353579,552130,1,10
Stenum Hede,NEJ,6354185,550809,1,40
Stenumgårds Plantage,WJ,6244252,462671,1,350
Stenvad,EJ,6259232,601097,1,10
Stenvad,NEJ,6357143,554664,1,40
Stenvad Gårde,EJ,6183546,563544,1,30
Stenvad Hede,EJ,6260000,598709,1,40
Stenvad Hede,NEJ,6358073,553854,1,40
Stenvad Å,NEJ,6358596,553943,4,420
Stenvarpen 119m,B,6131847,874665,5,540
Stenvængegård,LFM,6063053,683034,1,80
Stenø,NEZ,6189795,691092,1,610
Stenøre,NWJ,6295905,501286,1,30
Stenøre Nakke,LFM,6097137,662876,6,700
Stepholt Høj 77m,EJ,6207714,562441,5,540
Stepping,SJ,6134561,522860,1,10
Sterup,NEJ,6353178,566207,1,10
Sterup Vestermark,NEJ,6354388,564120,1,40
Stestrup,NEZ,6161320,676230,1,30
Stestrup Bjerg 102m,NEZ,6160029,676732,5,540
Stestrup Old,NEZ,6160149,677625,1,40
Stevelen,B,6135137,877040,1,450
Stevelt,SJ,6125593,540442,1,30
Stevelt Strand,SJ,6126815,540342,1,40
Stevn,EJ,6285164,564953,1,40
Stevning Dam,SJ,6122163,523128,1,400
Stevning Løkke,SJ,6094998,550283,1,630
Stevning Nor,SJ,6094694,550000,1,30
Stevning Næs,SJ,6094947,549729,1,570
Stevning p. Als,SJ,6095718,552659,3,10
Stevning Skov,SJ,6095438,551144,1,350
Stevning v. Sommersted,SJ,6131593,521160,3,40
Stevns,SZ,6137000,713000,4,630
Stevns Klint,SZ,6134623,718675,1,470
Stevns Å,SZ,6134183,704471,4,420
Stevnshøj 65m,F,6126805,611753,5,540
Stevnstrup,EJ,6254882,558149,1,10
Stibanken,LFM,6074635,651217,1,30
Stibjerg Huse,SZ,6137675,635765,1,30
Stidsholt,NEJ,6348709,586978,1,40
Stiftshøje,WJ,6168305,461950,1,40
Stige,F,6145006,589151,1,10
Stigmose,F,6125393,566190,1,40
Stigs Bjergby,NWZ,6172660,656119,1,10
Stigsholm Sø,EJ,6204014,530540,1,400
Stigsnæs,SZ,6121588,643975,1,630
Stigsnæsværket,SZ,6120463,643442,1,120
Stigård,SZ,6128876,714050,1,90
Stihøj,F,6124659,566491,1,30
Stilbjerg 36m = Stilbjerg v. Varde,WJ,6168721,468149,9,300
Stilbjerg v. Billund,WJ,6181985,507137,3,40
Stilde Plantage,WJ,6154492,498372,1,350
Stillebæk,F,6145584,572307,1,30
Stilling,EJ,6213646,561669,1,10
Stilling Sø,EJ,6213375,562859,4,400
Stillinge Strand,NWZ,6146439,639876,1,50
Stilund,WJ,6155371,513420,1,40
Stinesminde,EJ,6281645,559603,1,30
Stingershøj 53m,EJ,6261014,521227,5,300
Stisager,NWJ,6296834,500143,1,40
Stistrup,NEJ,6289354,515513,1,40
Stistrup Å,NEJ,6291009,515787,4,420
Stivænge,SZ,6098963,694306,1,30
Stjernen,NEZ,6201668,709957,1,220
Stjerslev,NEJ,6322840,513211,1,30
Stjovl,F,6091596,603278,1,30
Stjovl Knude,F,6090483,603817,1,580
Stjær,EJ,6220512,559749,1,10
Stobdrup Gårde,EJ,6246043,569654,1,40
Stodbjerg 13m,NWJ,6265561,477308,5,540
Stoense,F,6106959,621310,1,30
Stoense Havn,F,6108889,620339,1,140
Stoense Løb,F,6109167,620067,6,650
Stoense Udflyttere,F,6109041,621147,1,40
Stoholm,NWJ,6260119,509226,1,10
Stokbro,NEJ,6361520,580323,1,40
Stokbro Hede,NEJ,6334482,564762,1,40
Stokbæk,WJ,6173519,470845,1,40
Stokholm,NEJ,6286467,549663,1,40
Stokholm,NWJ,6262389,490634,1,40
Stokholm Plantage,WJ,6230820,456629,1,350
Stokholtshuse,SZ,6149333,667182,1,30
Stokkebjerg,NWZ,6172991,650588,1,30
Stokkebjerg 84m,WJ,6215146,513329,5,540
Stokkebjerg Skov v. Egebjerg,NWZ,6192707,669732,3,350
Stokkebjerg Skov v. Skarresø,NWZ,6172730,651489,3,350
Stokkebro,SJ,6089323,486323,1,30
Stokkebro,EJ,6264123,612098,1,30
Stokkeby,F,6081096,589944,1,30
Stokkeby Nor,F,6082397,588769,1,270
Stokkebæk,F,6116295,613643,4,430
Stokkebæk Huse,F,6115313,614485,1,30
Stokkehuse,NWZ,6153101,661098,1,30
Stokkemarke,LFM,6079446,651954,1,10
Stokkemarke Skovhuse,LFM,6080689,648974,1,30
Stokken,NEJ,6346801,613244,1,610
Stokkerhoved,SJ,6125103,527527,1,40
Stokkerup,NEZ,6219091,701800,1,40
Stokket,SZ,6106409,690648,1,350
Stoklund,NEJ,6348013,623924,1,40
Stoksbjerg 41m,SZ,6130303,684158,5,540
Stoksted,NEJ,6362459,568357,1,40
Stolbro,SJ,6093769,553369,1,30
Stolbro Løkke,SJ,6093784,550952,1,40
Stolbro Næs,SJ,6093955,550087,1,570
Stoldysse Gårde,NWZ,6177158,631438,1,40
Stollig,SJ,6102258,529374,1,30
Stolpehuse,SZ,6141177,706583,1,30
Stolsbjerg,EJ,6271522,567125,1,40
Stolsbjerg Høje 78m,EJ,6272351,566854,5,300
Stoltelund,SJ,6083887,520881,1,40
Stoltenbjerg 88m,WJ,6169098,511032,5,540
Storbakke 23m,NWJ,6326929,491498,5,540
Storde,SJ,6101172,490139,1,40
Store Abildvig,LFM,6083391,702261,1,670
Store Ajstrup,NEJ,6312194,530872,1,30
Store Almstok,WJ,6171002,509262,1,40
Store Andst,WJ,6148725,514727,1,10
Store Anslet,SJ,6133754,538943,1,30
Store Arden,NEJ,6291369,553985,1,30
Store Arden Mark,NEJ,6290094,553663,1,40
Store Arden Skov,NEJ,6294327,554134,1,350
Store Avnede,LFM,6077979,641222,1,30
Store Barsbøl,SJ,6135804,514419,1,80
Store Binderup,NEJ,6291614,534272,1,30
Store Blæsbjerg 25m,WJ,6196850,481630,5,540
Store Blåkilde,NEJ,6293731,556108,1,410
Store Bogø 22m,F,6070632,608599,5,540
Store Bovet,NEJ,6336590,585517,1,80
Store Bratbjerg,WJ,6221693,459922,1,80
Store Bredlund,EJ,6210175,524708,1,40
Store Brokhøj 36m,EJ,6263930,589443,5,540
Store Brøndum,NEJ,6300731,561654,1,10
Store Bøgeskov,NWZ,6154172,668022,1,350
Store Dalby,EJ,6180454,546783,1,30
Store Damme,LFM,6090202,702788,1,10
Store Darum,WJ,6142578,477658,1,10
Store Dyrehave,NEZ,6201771,709986,1,350
Store Ebberup,NWZ,6151574,666013,1,30
Store Egholm,F,6086997,595090,1,610
Store Elmue,SZ,6121368,697811,1,30
Store Emmerske,SJ,6090629,495299,1,30
Store Enemærke,NWZ,6154894,664242,1,350
Store Engmose,WJ,6195875,483993,1,380
Store Favrby,SZ,6125569,701631,1,30
Store Fenner,SJ,6138674,477676,1,270
Store Frederikslund,SZ,6147029,655893,1,60
Store Fredskov,SZ,6095630,692694,1,350
Store Fuglede,NWZ,6162324,641045,1,30
Store Gilsager,SZ,6145945,680623,1,80
Store Grandløse,NEZ,6174222,671753,1,30
Store Gribsø,NEZ,6209507,706118,1,400
Store Grundet,EJ,6176844,534421,1,60
Store Gråskov,EJ,6235260,520295,1,40
Store Gunderup,WJ,6216695,500092,1,40
Store Hanstedå,EJ,6195062,549734,4,420
Store Harebjerg 76m,NEJ,6312061,558609,5,540
Store Hareskov,NEZ,6185893,714190,1,350
Store Havelse,NEZ,6199819,691916,1,30
Store Havelse Strand,NEZ,6199873,690964,1,50
Store Heddinge,SZ,6134688,715142,1,10
Store Heddinge Overdrev,SZ,6134263,712485,1,40
Store Hestehave,NEZ,6200560,707040,1,40
Store Hestehave,SZ,6113305,701189,1,350
Store Hestlund,WJ,6191960,510625,1,90
Store Hillerslev,NWJ,6317975,483478,1,40
Store Hjøllund Plantage,EJ,6213247,525611,1,350
Store Hovedgård,EJ,6201327,560521,1,90
Store Høed Skov,NEZ,6154333,679943,1,350
Store Højbjerg 95m,NWZ,6168261,652175,5,540
Store Hørbyhøj 131m,EJ,6220714,525143,5,300
Store Jyndevad,SJ,6084142,509805,1,30
Store Kannikegård,B,6117001,888853,1,80
Store Karleby,NEZ,6175827,683052,1,30
Store Karlsminde,NEZ,6204161,680335,1,50
Store Kattinge Sø,NEZ,6172501,689656,4,400
Store Klint,LFM,6097527,727286,1,470
Store Klinteskov,LFM,6097316,726351,1,350
Store Klinthøj 30m,NEJ,6276539,519462,5,300
Store Knivsig,SJ,6097825,509479,1,40
Store Knot,NEJ,6352022,632055,1,610
Store Knudshoved 36m,NWJ,6299511,497610,5,540
Store Kobro,SJ,6131996,481977,1,500
Store Kongsmark,NWZ,6144953,639994,1,30
Store Kraghede,NEJ,6339506,563643,1,80
Store Krogsgård,NWJ,6265657,465017,1,90
Store Kvisthus,EJ,6256083,597845,1,40
Store Ladager,NEZ,6156799,694247,1,30
Store Ladegård,SZ,6146729,665037,1,60
Store Langheden,NEJ,6338100,584063,1,90
Store Langkær,WJ,6197140,509313,1,30
Store Lihme,WJ,6172293,519514,1,30
Store Lihme Østermark,EJ,6171766,520293,1,40
Store Lind,LFM,6094265,704282,1,30
Store Linde,SZ,6136283,702769,1,30
Store Lindet,LFM,6083681,648352,1,40
Store Lundgård,EJ,6249944,559336,1,90
Store Lyngby,NEZ,6203546,695096,1,10
Store Løgtvedgård,NWZ,6172110,643401,1,80
Store Løjtofte,LFM,6084822,638187,1,30
Store Magleby,NEZ,6167345,729118,1,10
Store Merløse,NEZ,6159051,671373,1,10
Store Momhøj 95m,WJ,6213731,491343,5,300
Store Monshøj,NEJ,6305019,566773,1,310
Store Munkegård,B,6114698,877258,1,90
Store Musse,LFM,6066875,671682,1,30
Store Møllehøj 47m,SZ,6135854,717147,5,300
Store Møsten,NWZ,6175925,645971,1,350
Store Nustrup,SJ,6124942,511892,1,20
Store Nørhøj 74m,WJ,6240203,518807,5,300
Store Nørlund,WJ,6211366,515642,1,40
Store Nørlund Mark,WJ,6213231,509896,1,40
Store Oksenhøj 62m,NEJ,6278722,545158,5,300
Store Okseø,SJ,6079274,532777,1,610
Store Orebjerg 23m,NEZ,6222592,697665,5,540
Store Rallen,F,6091057,604612,1,610
Store Ramshule,NEJ,6281684,512431,1,530
Store Restrup,NEJ,6318481,547104,1,40
Store Restrup,NEJ,6318482,547171,1,60
Store Riddersborg,LFM,6075055,631346,1,80
Store Rise,F,6079489,589972,1,10
Store Rishøj 52m,NWJ,6258944,517408,5,300
Store Rodegård,SZ,6131421,693855,1,80
Store Roedsgård,EJ,6161346,522941,1,90
Store Rotholm,NEJ,6287040,511962,1,610
Store Rugtved,NEJ,6341306,587393,1,60
Store Rygbjerg Runesten,WJ,6168028,513574,1,440
Store Rævehøj 19m,SZ,6110928,674131,5,540
Store Rørbæk,NEZ,6188265,695361,1,10
Store Røttinge,SZ,6116158,689299,1,30
Store Råbjerg 69m,WJ,6176138,500180,5,540
Store Salby,NEZ,6153669,697111,1,30
Store Sandballegård,EJ,6237726,569280,1,90
Store Sandvig,EJ,6257966,620619,6,670
Store Senhøj 82m,NEJ,6288048,543062,5,300
Store Sjørup,EJ,6267171,583997,1,30
Store Skindbjerg,WJ,6205701,462056,1,80
Store Skoldbjerg 62m,WJ,6227871,489233,5,540
Store Skoven,NEJ,6340238,575030,1,40
Store Skæggesholt,NEJ,6358716,573238,1,90
Store Skåne,LFM,6058578,681345,1,610
Store Snøde,F,6105804,622078,1,20
Store Spjellerup,SZ,6130196,705065,1,30
Store Spåbæk,WJ,6227920,471881,1,40
Store Stegø,F,6160471,570360,1,270
Store Stejlebjerg,LFM,6096074,727419,1,470
Store Stendal,NEJ,6298509,551191,1,530
Store Stendalhøj 76m,WJ,6200268,504510,5,300
Store Ståhøj 81m,WJ,6243166,518550,5,300
Store Stålbjerg 63m,WJ,6234531,469035,5,540
Store Svalebakke 71m,NEJ,6314422,555913,5,540
Store Svelmø,F,6100163,584929,1,610
Store Sælhundebanke,SJ,6120008,465528,6,700
Store Søgård Sø,SJ,6087814,528417,1,400
Store Thorlund,EJ,6203588,520789,1,30
Store Torup,F,6079827,590990,1,30
Store Torup,NEJ,6278529,522118,1,30
Store Torøje,SZ,6130167,707256,1,30
Store Torøje Huslodder,SZ,6129110,706268,1,30
Store Troldhøj 34m,WJ,6204451,485026,5,300
Store Troldhøj 75m,EJ,6230601,543112,5,540
Store Tønde,SJ,6087552,499590,1,40
Store Tørvegrund,NEZ,6203761,687004,6,700
Store Tårnby,SZ,6142191,706442,1,30
Store Tåstrup,NEZ,6159892,670977,1,30
Store Ubberud,F,6139824,579541,1,30
Store Ulfkær,WJ,6207957,460459,1,90
Store Vadsholt,NEJ,6328170,577351,1,80
Store Valby,NEZ,6176802,697208,1,10
Store Vejlen,SZ,6138799,640364,1,270
Store Vejleå,NEZ,6176705,708486,4,430
Store Vejlø,LFM,6074660,633900,1,270
Store Vejlø Skov,LFM,6076090,633588,1,350
Store Velling,EJ,6164816,536957,1,30
Store Vestermark,NEJ,6369102,572045,1,90
Store Videbakke 17m,NWJ,6331669,495048,5,540
Store Vildmose,NEJ,6345226,558474,1,380
Store Vorbjerg 29m,EJ,6195062,600101,5,540
Store Vorslunde,WJ,6190225,507518,1,30
Store Vrøj,NWZ,6180602,635865,1,590
Store Økssø,NEJ,6296176,553007,1,400
Store Ørnebjerg 138m,LFM,6098827,726141,5,540
Store Ørtoft,NEJ,6351229,587672,1,30
Store Ålbjerg 63m,NEJ,6286450,539545,5,540
Storeager,LFM,6055996,662063,1,610
Storebro,LFM,6097966,710082,1,210
Storebælt,NWZ,6122541,614056,4,660
Storedal,SZ,6135182,718678,1,270
Storedalen,WJ,6248973,511665,1,40
Storedæmning,WJ,6190095,453609,1,270
Storefælled,NEZ,6207911,715349,1,40
Storegab,B,6115159,869612,6,650
Storehave,F,6105390,606912,1,350
Storehede,EJ,6251900,540789,1,40
Storeholm,NWJ,6321617,496661,1,270
Storeholm,F,6078835,602346,1,610
Storeklint,LFM,6097434,727306,1,470
Storeknøs 129m,EJ,6218816,540219,5,540
Storekær,EJ,6207073,560092,1,270
Storelung,F,6124208,579987,1,390
Storelå,EJ,6259973,572650,1,380
Storemark,SZ,6132191,714196,1,40
Storemose,SJ,6153765,584385,1,30
Storemose,NWZ,6206345,718393,1,30
Storenge,SJ,6133576,480045,1,500
Storenor,EJ,6210336,577233,1,30
Storeovn 60m,WJ,6212308,490887,5,540
Storerams,B,6138659,864884,1,440
Storesande,WJ,6230645,462971,1,270
Storesø,LFM,6060801,679163,1,380
Storetørv,EJ,6281111,580866,1,270
Storevejle Bæk,EJ,6280426,580955,4,420
Storevænge,SZ,6131565,665664,1,350
Storeø Strand,F,6161733,583413,1,270
Storgård,SZ,6116888,688224,1,90
Storgårde,WJ,6203620,518832,1,40
Storgården,NEZ,6188640,684927,1,80
Storhaven,NEJ,6347119,619891,1,40
Storholm,LFM,6091530,680039,1,30
Storholm,NEJ,6344255,619309,2,380
Storholm = Storholm Bakker,NEJ,6287917,522492,8,550
Storhøj 20m = Storhøj v. Amtoft,NWJ,6319163,496476,9,540
Storhøj 20m = Storhøj v. Hørdum,NWJ,6300904,466167,9,300
Storhøj 52m = Storhøj v. Gårsdal Krat,NWJ,6254117,517112,9,540
Storkebæk,SZ,6137807,709274,4,420
Storkebæk,SZ,6135456,699208,4,420
Storkeegen,NEZ,6200430,686443,1,360
Storkeskov,LFM,6091735,706504,1,350
Storkhøje 51m,EJ,6231307,605646,5,300
Storlund,SJ,6127945,497061,1,40
Stormarken,F,6119573,572622,1,40
Stormodden,WJ,6215024,444257,1,30
Stormose,EJ,6224418,527909,1,390
Stormose v. Kibæk,WJ,6214683,492396,3,380
Stormose v. Ronnum Bæk,WJ,6201902,496651,3,370
Stormosen,NEZ,6182154,708610,1,400
Stormsgårde,SJ,6096527,513554,1,40
Storring,EJ,6222363,558143,1,10
Storskov,NEZ,6163258,681284,2,350
Storskov,SZ,6124412,688738,1,350
Storskov,EJ,6217335,576749,4,350
Storskov,SJ,6129782,503225,1,350
Storskov,F,6133104,573776,2,40
Storskov = Agernæs Storskov,F,6163751,583744,8,350
Storskov = Bognæs Storskov,NEZ,6175763,690217,8,350
Storskov = Favrgård Storskov,EJ,6200268,568578,8,350
Storskov = Guldborg Storskov,LFM,6082430,673139,8,350
Storskov = Korinth Storskov,F,6109821,585859,8,350
Storskov = Langeskov Storskov,F,6110984,591739,8,350
Storskov = Lundsgård Storskov,F,6144316,606806,8,350
Storskov = Sundby Storskov,LFM,6074178,681089,8,350
Storskov = Søholt Storskov,LFM,6068961,665349,8,350
Storskov = Tirsbæk Storskov,EJ,6174770,541028,8,350
Storskov = Wedellsborg Storskov,F,6135930,550802,8,350
Storskov = Ørum Storskov,EJ,6177386,545944,8,350
Storskoven,SZ,6122831,686574,1,30
Storstensbakke 109m,NEJ,6346558,573307,5,540
Storstrømmen,LFM,6095085,685323,6,650
Storstrømsbroen,LFM,6094695,684515,1,210
Storup,NWJ,6286522,483663,1,40
Storvorde,NEJ,6318452,566784,1,10
Storvorde Østerenge,NEJ,6314865,570410,1,40
Storø,NEZ,6215865,717110,1,610
Storå,WJ,6229588,487884,4,430
Storå,NWJ,6322115,485437,4,420
Storå,F,6151221,569985,4,420
Stouby,EJ,6173491,549852,1,10
Stouby,NWJ,6284978,505462,1,40
Stouby Kirke,EJ,6175523,549436,1,70
Stouby Mark,EJ,6172755,548725,1,40
Stouby Skov,EJ,6171581,550458,1,350
Stoubyskov,EJ,6172140,551145,1,40
Stougård,EJ,6189294,529808,1,60
Stounbjerg,EJ,6180182,548299,1,90
Stourup,EJ,6183501,561464,1,30
Stovbjerg 99m,EJ,6222744,538234,5,540
Stovby,LFM,6067296,689435,1,30
Stovby,EJ,6270289,569600,1,30
Stovbæk,WJ,6238869,490883,1,40
Stovdal,NWJ,6262762,496065,1,530
Stovgård,SJ,6087664,547814,1,30
Stovhøj 68m,NEJ,6364019,564620,5,300
Stovstrup,EJ,6158571,543765,1,30
Stovstrup,WJ,6197456,474518,1,40
Stovstrup Hede,WJ,6197122,472999,1,370
Strade,WJ,6233910,481174,1,40
Straden,NEJ,6357572,577736,1,40
Strammelse,F,6097026,601135,1,10
Strand,SJ,6111909,469388,1,380
Strand Børstrup,NEZ,6224870,703679,1,40
Strand Esbønderup,NEZ,6224092,703024,1,40
Strandager,F,6147945,589321,1,40
Strandbjerggård,NWJ,6263668,475067,1,60
Strandby,B,6131574,881961,1,40
Strandby,LFM,6070620,684183,1,40
Strandby,WJ,6200011,462388,1,40
Strandby Gårde,B,6112854,888664,1,40
